business_id,explain_1,explain_2,explain_3,explain_4,explain_5
hyeo7JQr5uLp-St1MibYAA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
hzkeaiW4tG0H_nHG31JuVA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),
i-DkBuzDLRjs1KBb3jEkjw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
i19wEwROtj7zBhOczEObTw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i1PNxXNO1zlEWJF-GvDuEQ,Many people come back repeatedly (12% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",
i1kwgtoCQN3t5curFYWRUg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
i2BdYwl6daYX0ObRX14t1w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (5.0★),
i2YYT2IV4KrURBZzbzGLTw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i2g8Vt3SZu2GnVAv-OuXGg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),
i32_0bfMEpQxV_q556R6kA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
i3GAJ8IL6z_jXj9GLkpFpQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
i3KOe32WYfGmnL3CRTj4YA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
i3WqokVQlXjOYrqeyi5AiA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i3Z8_NDY9KMDfxBGFW86Qw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i418p2YhZ-owrHhOlWp32g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i4aX6gdfDMU6OquZp0f-4g,Many people come back repeatedly (12% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
i570mGBY_jIuotRCWotxng,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i5CdJTdTSNUCqtKWzYNRaA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★)
i5oTNLL81YW4Y9-xdGb4xw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
i5tz7suqZ_MIZSUpyimI_g,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
i6D8QSgr82Yd5PqiUf3hXg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
i6MKEkH9mOyecsue9uTXfA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★)
i6_elzfbdvp8rTjQ_AjY6A,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
i6jA8vSHrP9LiUPHlqPVwA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
i7WnyDXKpT-mPaHEMY-HcQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i8u6G-4FdqejdKp6hDUhow,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i9ASBmmIJS3RjN_UP-TtKw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
i9QWaDBCX3DRISUt94GDQA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
i9_2zZZAhQwzFe1Pk3QnXw,Many people come back repeatedly (14% return rate),Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
i9eMSNpOA8BfHGZrM-9sZg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iBuu7okC3YxfHO-osHa2eg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iCZga7FcYiOjYiTrhcAAXw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.8★),
iErS6C2sUShAQs4F7qa-1A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
iFunuVzrg10UesZvMPCHHg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iGGBxdz76mISLVgsH4Dohw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iH3LWJ6yisLnGEnd6Ch29Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iIUZDKozkjRpDQt07VVs-A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iJEkWDUE25BbNifWaYEfgw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iJJYC9k9jtJYU-quIc3Jxg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
iJOwwuhHP_0BCHmpmJ8l4Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iJdGuMkctlJyoTTMtn0QWQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iJp9sq8UddLSrUtIieoD0A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iKeQ5dOM1M89AFA-U3Mc_Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iLLCTZJgTucIFTMm0-IfTQ,Many people come back repeatedly (15% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Not the highest rated, but consistently chosen by regulars","Popular year-round, not just seasonal"
iMTjejk6apJKzCukZnDw5A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iMWGmFrMVEEktWNriZ2cTQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★)
iMbqQ3nXS0V33EImLCqXMA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iMkk09jgIHrgAwnzStbk1Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iOFbMitGdfU6i5xm4nZ8Ww,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iOJze9_E17l6DLuIib4H9Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iOOL2MWsuYoMgwqPTmq4aA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iPuUDOwZKlGewjaDVo9kOg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),,
iPyVge5Y_rSK2Ok_DXWeDg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iQKlDgXiM1B0pcKtxXsJHA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iQ_JNYzwvhSsToR4EHl4cA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iQa7kNO5jMkGeJCJzbCPGg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iRLFBbtyP8dpOKSFi6wXfg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iRb6rh6J5hveHIIWxsr66A,Many people come back repeatedly (11% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
iUZEGx29miZObLd6_lt7Vg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iUhLGy41VYrLVAhJFH4x_w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
iXPEyHqvaDUWLn4pw-58Fw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iY-LCg0gysYOPvFRrF9Ybw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iZNVXy87SXHxlK4I2eLJHQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),
iZedtF9CGBYCDdxF6QAZCQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iZi0sfFccB8ZiC2NZun3Yg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
i_KiOo7-DM1ZPnyOXgwgrQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),
iapJoe3OzxeZqOGUJxnG3w,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iaraHjNVUQEqTp5jla1yZA,Many people come back repeatedly (14% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
ibZ2KjRKzVKKgqjWq4ST8A,Many people come back repeatedly (12% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage)
ibe3g1TlMJmlkz_8Go0m1A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
ibhRPfV4SiqDeBKuuAhpWg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
icGg8xgDJVufg-xptMrDGw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
icZ4cBKO1VvzWnQxgzejog,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
icpUCKIr8oAJEQW64pabjA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★)
idN-TpWI1T3_UgufggVQ3Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
idVfZKAHYec4C3VevKgkag,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (5.0★),
idz_rIXAJFuXHOQTBZ5IMA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
ie2xkZABFoBLX64UebMV9g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★)
iesJewaACphdFs-ml9WTjQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
ifC2ha-7HZt4xKUVou6wTw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★)
ifWCzW6H6t2xKQfpoleQgg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
ifxbWY0iuTey-YtC2-p-ow,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),
igQDFfrOhici5tlZ3JkNhg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (5.0★),
igrDOacqMn7mMn9ARiX5Og,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★)
ihYl-uK0PYNPeFskcNAr-g,Many people come back repeatedly (13% return rate),Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,No single user dominates visits (healthy diverse patronage),
ihfw3MPioHrRsn7E0Xqj_w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
ii4nKLMiivPFktWxo1lC5w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iibELFthZ_mTJyYs99De_Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
ij4m-6fYAq16IlmHEQFAIw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.8★),,
ikx5LMrD4MjdwWM0yTJzYA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
ilDffunHCdBBOGFpUGn34w,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (5.0★),
ilms3tyoWYHDPo00lmrMOw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
ilriW8ywq5HFs56Ux8pftw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
imfSiNMesWjGTSX7xLDHXg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★)
ip4LFXDktVPxnyq2Ld5i0A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★)
ippBb9s-n0O0-MSl495sbA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iqTHGZyiWasuI8pop3J36A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iqeI_TWLvK3JabtPTZOkPw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.9★),
iqy00T10_-8fX2yS91LxEw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.8★),
ir-ZYaFU_0YRF5wFEcnGbQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
irXywqvfXj9maLLOBQMYvg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
iryPcdtXO3HQfUzXBqzckw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
itAhmbhHOyQQparfwicjDQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iuFgUOCFgE7fBLpBhFQXdw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iuTj4Se42VUto09Stkiq4A,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iuftKhlrXImvtz-OngBJtw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
ivNaN2TmuoLKobiRHJCulg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
ivpULDSBS4mP3mJqmziKQw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iwYEJXSabFsVK2Au4fdWLA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
iy-7QUn6s5xGXf1vOmcxDA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
iyW-OrFw2YnRxsoeQ36skg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.7★),
izSgTrqebu8bN8ONOCs6cQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★),
j-cfAX-YZJ9i0bfby2kw5g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
j-qtdD55OLfSqfsWuQTDJg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
j0kqlcG_HluOEEFsA7WwCg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
j1CCLERiAMYSvCPhDmJN1g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
j2J573HOZM9afnW_t67sjw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★),,
j36UB_KZrjPx6AVPvVLJmg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
j39XNl7bqQ_zSaHimsyBpQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
j43CKlz11Id4TQDJ3wA4HQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
j4Fw7dF9W8wV3MrJIKDldQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
j6TDQvbRoMszGR0hyaVxvw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
j6muHG0zR4G6z1KBt92KtQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
j70u7spYb4E1X5DwuCf99Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★)
j76unyU-BZnZQjOMRb2ldw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
j7JUGY0WtfGaV8DnkmNNGQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
j7QIIEv9tkm_z55Cd0RYWw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★),,
j7z0VfA0BjEG6dIVNprH9Q,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
j8NhrBzy1op0BfVGdSOiXQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
j8NpaEvv4AaweMybeADmGQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.6★),
j8hscD6sTMcmaLzCTJjEWA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
j92DNzG7Io113coMzYsTsw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
j9YkV3Rw74YKXABDk7IALg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (5.0★),
j9fzpALNCgvDwCXmA5Vcjw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jAhOQ0QBKtF2VlhwYlPS6A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★)
jBF32PwCB1z_gm58m9ddMg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jBwfTPuxHgyAhsfTUONXdA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jC9Fn4tGGYbJg332IJ4MHA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jCCFD-0Gi2-bFZokbTt5wg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jCZi4-LRB2bU-dxBSPmn9w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jCyQknyt1mkMTBw60-ABUw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jDO4n9lAZNlQTcTFEObfyg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jEKE_T_iTSCTehiB5K1CvQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jF5XeCVL6MrA2IcLIHy1JQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jFAj4ZTHKukcEnFZXz2DiA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.6★),,
jFV2aVEiI7TXjlLqeG92Ng,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),
jFm2I2vALvWz07_AWKQLlA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jGuLNmMIM_7IfulRVBWZJg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jHJCsoQ53CixPE0q-3ATFg,Many people come back repeatedly (17% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
jHZi9YI4zUWoBZ0BTj_92w,Many people come back repeatedly (11% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage)
jHydJjohvKsK8Imh9f_Dwg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jIuRCFtO7rEOezPAn7rCQg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jJ4zZY2cZj6VRY5pUL6lIg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jJL3HcGjgtcUdLub93ZxNA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jJrXxt3eQvKVoCNaCaaXcw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jJvYr8kC7vMKGVeWyHbSWQ,Many people come back repeatedly (11% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
jK58-2RpBsUbGKWRo0NlYg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jKEZv7ID6c5oDPIE30BS4A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jKM6u7Or-0C-UNWD2F8O1w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jKTWcdyXPw_cGUp9fKqapQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),,
jL251AHFcygyUEfAAF3h2Q,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jL3ooM74Zs2maDLKSLi5zA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jL4fYp0j8Jn31BiYptb10g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jLerIZFpe25jOUf722qzBA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jNSUyV_W4te2qQHMwo9kSA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jNvVJBh447ya0UFvz2676g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
jO6zRQLiE1cRuqKA0k6YFA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jPFFeyh7RmmxzQmYgAAPQA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jPVVH8cb_1gEQkcIZGxg9g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★)
jQ0uNiLU9mzeuQMS-YdS_Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,,
