yelp_business_id,friend_checkin_count,fof_checkin_count,social_unique_visitors,social_diversity_index,mean_bridge_confidence
L0x5JdlOmcxFvyUgay6HLw,1.5942,1.4708,2,1.0986,0.3057
fchN8Sx5PM14NI9FPJIRsg,1.5917,2.8714,2,1.0986,0.199
m5YYujByBbR0Dr5I-MSNKw,1.59,2.0888,2,1.0986,0.265
_-BFOIdAdk-1ejLSPmaTsQ,1.5896,2.8958,2,1.0986,0.2658
rnwZzizgpjocPOeND0luSA,1.5881,2.4318,2,1.0986,0.2647
RHUHCFXI5aJRiv5mP9A4rQ,1.584,3.2494,1,0.6931,0.264
4nNaz6sxw8xv9F-9bqQndg,1.5814,1.9755,4,1.6094,0.1969
oPiqiBdRbvaMTzPlYNeZ7Q,1.5804,1.5868,3,1.3863,0.3161
6afesz8yZhjOgijkWl4jig,1.575,2.4934,1,0.6931,0.2625
L3Hx-W7IJ92B22PpWh8odA,1.57,1.0865,2,1.0986,0.1967
b7fOY-AGHS_jArv66UqB5A,1.5667,1.4374,1,0.6931,0.2238
VWiGZW8zkQ63AQz2Etyfjg,1.5667,1.4374,1,0.6931,0.2238
SgrFU_8cgwhkly1sS5pZBw,1.5667,1.4374,1,0.6931,0.2238
CCciHhF3WcrkG-P_NpLi_w,1.5667,1.4374,1,0.6931,0.2238
z-SOUKCcTa2NgCDW7e9k_w,1.5667,1.4374,1,0.6931,0.2238
DrMwib_4zPIV48GQOcvVoQ,1.5643,1.3082,2,1.0986,0.2607
n_wXu0dBd7hoBeMgMgQl0g,1.5636,18.5711,3,1.3863,0.2606
JVI5tY_EcHlIFJkX5SlLVA,1.5618,1.3677,2,1.0986,0.3124
dbeDN7kaE5cMvTbo03wugg,1.5603,0.8469,1,0.6931,0.26
1BZKq1L_JM4xjgn1JdMXuQ,1.5603,0.8469,1,0.6931,0.26
ECtzuDz0dMBQwFzp9EVDLg,1.5603,0.8469,1,0.6931,0.26
MM5sMsiufXpiyEf4-ReyAQ,1.5603,0.8469,1,0.6931,0.26
CwQGSvYCgmRRJMA9G28U6g,1.5603,0.9669,1,0.6931,0.26
FqWfoUuZHK_w-ov5f5NlhA,1.5592,2.0222,2,1.0986,0.2227
580Yyv_kzAaZSkHCj1LhBw,1.5584,1.6515,2,1.0986,0.1948
wPqKoiOEHi7Y_5z5FwggWQ,1.5564,1.1308,4,1.6094,0.2223
CgiwCrXs3Ggu9eKFPIgjtA,1.5542,4.881,2,1.0986,0.222
jzsspHqP9kATWji8xUhNFw,1.5514,1.3216,3,1.3863,0.2216
D2kZP7jvrWTuRzcPY6NbqA,1.5511,1.0369,1,0.6931,0.2585
Dtbm_QBZEppUEkiWcBq55A,1.5511,1.0369,1,0.6931,0.2585
W5e5GVDGE2KSY4KUg7Yicg,1.5511,1.0369,1,0.6931,0.2585
3CYCAfxR4aoNb7gCIsN8pg,1.5511,1.0369,1,0.6931,0.2585
VUVvVYhB9gf8GedOuLp9xg,1.5511,1.0369,1,0.6931,0.2585
LkCFcD-5QyNIUnEfO78npw,1.55,5.0699,2,1.0986,0.3167
QWqKTWQ2OiDgo3dzNkpung,1.5432,4.041,2,1.0986,0.2744
Qf4e6amvsjdKgz-b02gvUg,1.5428,2.8017,2,1.0986,0.2071
DgCqXgSG_WjreSgYaxZdVg,1.5405,2.9994,2,1.0986,0.2201
uThu1t3DGVJ1AgTwP4QKzA,1.54,5.799,3,1.3863,0.2567
XXlQSGEySUDafAZJEozl8Q,1.5379,2.8072,4,1.6094,0.2195
LVNt93fRgTR0C-eubUshbQ,1.5374,1.8691,3,1.3863,0.2562
wI51ie-6j7y5MzxOCS4fNA,1.5356,5.6773,2,1.0986,0.2557
Oj3vZFPN5xh-MwK268WqLg,1.5347,6.4726,2,1.0986,0.2192
L2Ba7jjlA4R112w738nWUw,1.5328,0.2408,2,1.0986,0.2555
sk55U9XQF811y8xLGtQijQ,1.5328,0.3008,2,1.0986,0.2555
iqhj0WoXdsnGViWoR1VRuA,1.5285,2.9239,3,1.3863,0.2547
L2COUkl21Xdk4rjUx-RyDg,1.5269,1.1062,2,1.0986,0.2141
SUpQ7uFtXvdzgVubewMV8g,1.5226,1.6806,2,1.0986,0.2538
Gd6yIH-qhf9uCdtUWs382g,1.5214,2.9704,2,1.0986,0.3043
3F777YJJYthdPNrB-7MUNQ,1.5205,2.9994,2,1.0986,0.2172
hM611cPF2RlyqDHq7NACog,1.5171,2.1085,2,1.0986,0.2211
v1msvs2bf_LwGUnIcCgSEg,1.5096,0.5588,1,0.6931,0.3019
5Fm6khB-De-OdqATep9J9Q,1.5096,0.3788,1,0.6931,0.3019
WVziAitDqKd45V5APWdB-g,1.5071,3.7057,3,1.3863,0.2512
4lm1dUvP7GPgyJqUlLxcYg,1.5052,4.247,3,1.3863,0.2509
SZNnDfhSryMHfZCfifHl7w,1.5,2.8831,2,1.0986,0.45
ZAW0xyAof374R-A121OP_Q,1.5,3.8397,2,1.0986,0.45
YhFd_8UtM_89Vb8GIMZgxQ,1.5,4.4421,2,1.0986,0.35
xEDwoZnjq_mgBVDnU1SC3w,1.5,0.6,1,0.6931,0.15
hb5-Usnsu2AEkOUyqCitcA,1.5,6.3553,4,1.6094,0.25
9RotEBfTRO5rZl2StsC5Og,1.5,0.0,1,0.6931,0.25
0HCZGBYG5q5Omu_1c5V7Dg,1.5,9.774,1,0.6931,0.15
9Hoz0L6IPTDYs8LzQvKNBw,1.4996,4.5902,4,1.6094,0.2499
QQ5HvRq_9U2Ch-9ijPeIFA,1.4986,5.0761,2,1.0986,0.2997
zSj2pJA8tPHXjjbhhfkOVw,1.4981,1.6664,1,0.6931,0.214
Da3LmQYuxuCJfRTH6FXsiA,1.496,4.8779,1,0.6931,0.187
O0gxH7qIAYex7nUeJXKjbg,1.4943,2.2053,1,0.6931,0.249
yZEHSlOaSQHGnAbS7iYD2g,1.4943,1.0352,1,0.6931,0.249
dGF7wLT0zN4-lVaf5LIG6Q,1.4943,1.0352,1,0.6931,0.249
Y302b9DxCZP_w5BJHy8eig,1.49,3.4668,2,1.0986,0.2483
iKV83dI9jNc5h6L41aaUdw,1.4817,6.7252,3,1.3863,0.2136
T5BTWxPdcCodK2JMPcPD0A,1.4814,1.5159,3,1.3863,0.2116
_7cf56aKblR62Jwor53Nlw,1.48,1.0596,1,0.6931,0.2467
-xxUhiJ85XoAC1St1o8wWg,1.48,2.4487,3,1.3863,0.296
Dkw1GWzFqt_Es7cB1pw41A,1.4766,1.3597,1,0.6931,0.2953
PADyvVwZoY8waIraBOrN7g,1.476,2.9982,2,1.0986,0.2109
dRdpyxn506UOywojRIKLhg,1.4759,1.3771,3,1.3863,0.246
-urxhzobcJtOpgFAyaEIpA,1.4721,3.6609,2,1.0986,0.2103
ThNLsYkpwkZiDTjz4KxfFw,1.47,2.8031,2,1.0986,0.21
QJCS8hHhSNkCZyjuQ8WK9w,1.4642,2.2947,2,1.0986,0.366
EQP8f7Rq5KXknJixlwxZEw,1.4642,2.6241,2,1.0986,0.2928
Mcj6MC23gIny1n0GGeGDQQ,1.4642,2.4027,2,1.0986,0.366
LZzDvgfpkd4nI3E4L9wF1w,1.4631,3.9979,2,1.0986,0.209
i9DXaiUCPh0yaBcNboeARA,1.4623,0.6188,5,1.7918,0.2625
tS1UGRB8gnj2gFkS5AtqZw,1.46,2.4142,4,1.6094,0.265
bf5luskug532dCC23aLJUQ,1.4528,3.7189,1,0.6931,0.2421
jqGTjz0qPDQLLjsbqpfuDg,1.4528,3.7189,1,0.6931,0.2421
IewtlXlD78Ew1-pz4e0sUw,1.4528,3.7189,1,0.6931,0.2421
psI9u_iVuWFcchWheFAySA,1.4528,3.7189,1,0.6931,0.2421
rXK3hvttEwYIlNVRCBDhXA,1.4528,3.7189,1,0.6931,0.2421
DGY8cn8wttngO_BszB7BOQ,1.4524,1.5624,1,0.6931,0.2421
CqpbkSMqjeJrtc_3uC-z0A,1.4522,0.2524,2,1.0986,0.4261
rwZ_nSNpRtkgzuc2ah27wA,1.4514,2.5041,2,1.0986,0.3629
NZaamKGyGSvJLad4Ck5RYg,1.4493,1.0903,2,1.0986,0.2373
CcGMcTXZQ9_lLIrpLtAZGQ,1.4442,3.6938,1,0.6931,0.2407
wxO1S4NuUTX7M2BfSvkRhQ,1.4433,4.3029,2,1.0986,0.2887
-muLz726oAXME0r6nAm4WA,1.44,0.3085,1,0.6931,0.24
tnXjfGH2y3lIfDZlPW3dYA,1.44,6.9532,2,1.0986,0.28
HrEIQSum1FKPJoXlI9UU_w,1.44,2.3203,1,0.6931,0.24
siaVUetw4ALdGupoVlW_zQ,1.4382,3.4648,1,0.6931,0.2397
hWUynmMVPVIFJ--gS3RnmQ,1.4382,3.4648,1,0.6931,0.2397
615z74ofCvPcF6giR11VOg,1.4382,3.6748,1,0.6931,0.2397
P0-DrcqRjYEVqWBf84WPZw,1.4314,1.5506,2,1.0986,0.2386
qRgeV1CMZawRblc2qjHo_g,1.4281,2.3196,1,0.6931,0.2856
HI3d_nxaFBIq5SbJo_7oUw,1.4281,2.3196,1,0.6931,0.2856
KGzDbWYbVRItq7_ubPBEHQ,1.4281,2.3196,1,0.6931,0.2856
lOdf3USy1JvVP-1mWjhDSQ,1.4281,2.3196,1,0.6931,0.2856
lakMZT5PYQltSOjGXWnJ0g,1.4281,4.5311,1,0.6931,0.2856
2dlQX5sP9X6Dlm1MmNOlSw,1.4281,2.3196,1,0.6931,0.2856
61RiTA-T02sU84FhoCLz_g,1.4281,2.3196,1,0.6931,0.2856
xQAr8LBmjvN5ns_oWEDSwA,1.4281,2.3196,1,0.6931,0.2856
S21eEzfi7Nrk8FKfhKEB5A,1.4262,2.0254,2,1.0986,0.2852
Hn5wSB6hKqKs-_fzAIocJA,1.4239,4.6196,2,1.0986,0.2034
W-8s3otgvw_vJzPgV7FAog,1.4222,2.5649,2,1.0986,0.219
and56_7i2YNbciU3SXxIDg,1.4218,4.3175,2,1.0986,0.2844
ZE4c80CxlXz84elVto2YFA,1.4214,8.6662,3,1.3863,0.2031
k8loHfuD6XfmxlM_podojg,1.4214,0.5855,1,0.6931,0.3553
GYAX9mPGYx9VfwDiuIl_9Q,1.4211,4.0566,2,1.0986,0.2842
XKai36oCVAk1OUu-Zh7vjQ,1.421,2.1456,2,1.0986,0.2439
4oShhJaclV7irEvjGryUlQ,1.414,3.271,3,1.3863,0.2357
NIg-c2A8OhJvyPKkrYHEWg,1.4114,2.2151,1,0.6931,0.2352
vAjV1J-JjgWTzR9rXJSOzQ,1.4114,2.2151,1,0.6931,0.2352
_-pljHy_NUTTdd4dQBL-Yg,1.4114,2.2151,1,0.6931,0.2352
1xe9CrVcBWNyz2Jcbk_J7A,1.4093,5.3108,2,1.0986,0.2349
74OprXnWEpLcTwxjt5ioWQ,1.4084,1.5158,2,1.0986,0.2012
C7zn8tYcVLhaGLtXbuyQLA,1.4064,5.6928,1,0.6931,0.2344
IGna30iAQJa6RMbsv-9tWg,1.4,1.7545,1,0.6931,0.175
2kuhZOrWcLYe_XePccr4lA,1.4,1.6026,3,1.3863,0.2333
UgmMlO8nYxvwU9t3jUsGvg,1.4,0.0,1,0.6931,0.2
K1oN8rTKOYQCmO5QBq8IZQ,1.4,0.0,2,1.0986,0.2
x1zvE33a3y4lSKnbCsaAUA,1.3952,4.5815,2,1.0986,0.2203
vnSfFFE5iWT7oUzG3MUx6w,1.3914,1.2564,2,1.0986,0.2319
aVpJWVlVdQtAKvC4tdDEtw,1.39,3.3881,2,1.0986,0.2317
Zi-F-YvyVOK0k5QD7lrLOg,1.3894,7.3748,3,1.3863,0.3473
7Ld1DxAhSlGSateku0iqbg,1.3893,0.8482,2,1.0986,0.2316
CflykRQLCJNUW3tVWmRjoA,1.3888,0.6687,1,0.6931,0.2315
zb7itgC8u-89r09B_COslQ,1.3888,0.6687,1,0.6931,0.2315
qFVYd-IZ0dXIuMB4CeeGeg,1.3882,2.5362,3,1.3863,0.2314
Yu3z-6kGRTYg82F7wRmvPA,1.3878,6.7952,2,1.0986,0.2376
ymvcFCWLCitr2AQoA4gV-g,1.3856,5.3918,2,1.0986,0.1732
2AwhlMOMsYXJvskZKKG2GA,1.3843,5.895,2,1.0986,0.2307
BAO_V8IMI6W4DhTlS4k9rg,1.3828,4.6873,3,1.3863,0.2766
ZAj8Zkl5kjDOZTaTNR1Zdw,1.3761,0.8815,2,1.0986,0.2293
pyTot67NuIOmfoGp2laEtA,1.3718,5.5821,3,1.3863,0.196
AN0zjd-9W1vq1AS9UnOWrw,1.3714,1.3733,2,1.0986,0.2429
P_3Buh4q9QzMzFOo9f2w1g,1.3706,7.9111,2,1.0986,0.2025
nw0fU1NVGk_ibzDJkWg2Kg,1.3632,2.004,2,1.0986,0.2726
Pm6qD9G_xWLoV24YIN8gwQ,1.3632,2.004,2,1.0986,0.2726
zsXYVV6p6g58xYPAd1FDBg,1.36,0.222,1,0.6931,0.272
CXrglIRqzaH037QARARPLA,1.3552,2.7546,2,1.0986,0.271
ajeJQlYpzALo8WTe9gdxCQ,1.3528,1.3386,4,1.6094,0.2706
bGEi2BqDNGYFDtNzJhpABw,1.35,5.9485,1,0.6931,0.225
5bmMdTw_FtCKfbAwqDkaPA,1.35,5.9485,1,0.6931,0.225
FsVo3IKsjTC-2vhuSlvz2w,1.35,6.2099,1,0.6931,0.15
uuv13fOUwmjSXPwaeFgP4g,1.3492,5.1141,1,0.6931,0.1927
b0JVNGf-fPvPIzLlwGgfrw,1.3492,5.1141,1,0.6931,0.1927
QkcPjBcJ_ndCG60HWfZ-fQ,1.3449,2.7926,1,0.6931,0.269
Hp0a3lmUy-UfaZLjvGMmkw,1.3449,2.7926,1,0.6931,0.269
2f1ZnZg7730yChhV24ARJw,1.3449,4.5319,1,0.6931,0.269
iXVA5axy1nx9W8kiTKI9Cw,1.3447,3.3851,3,1.3863,0.2689
UFHelCWPQkhxOdFjx5Cgog,1.3436,8.2318,1,0.6931,0.2239
FlrkiVnHN8K37q9WzJi_ug,1.3407,0.4528,2,1.0986,0.2681
1bzYODPGqkC9aqn_QZUHmQ,1.3375,3.0082,2,1.0986,0.3344
H4Zf42Q3I8JyQ-V5l4dJrg,1.3352,20.6907,3,1.3863,0.2776
qrQV_pWhwPrti3Dlz1WVgw,1.3336,3.0541,3,1.3863,0.2667
2J36fuglZCzvzfFlneRFjA,1.3332,0.0,1,0.6931,0.3333
p552G8LQcvOM0KHS7Y5ObQ,1.3321,2.1457,2,1.0986,0.222
MBpl7cTqlJblEj0E8qSS6g,1.3242,2.3331,2,1.0986,0.2805
ZjN6FLage3BhO3A5XdfS3Q,1.3238,0.9995,2,1.0986,0.331
Yn-NUMqX_kVC6O8RbnMnPQ,1.3214,0.054,2,1.0986,0.2304
JpH5dhrs9nB-DEoX2dbZwQ,1.32,0.8428,1,0.6931,0.22
nb1Q6n28tXRkH10OJ8TsPw,1.32,1.5124,1,0.6931,0.22
GoYSJ-YY-YwbxdgasHuq-Q,1.3191,5.6636,5,1.7918,0.2198
5CcX1x5cdM2IGvNZyoimGQ,1.317,1.9835,2,1.0986,0.212
pllvqx8yMnLnQVFjj3oYGg,1.315,3.8692,1,0.6931,0.2192
QYtayUM9q8EvKPd1B2mtkA,1.3115,0.1624,3,1.3863,0.2154
zr3z36d9rRX68wKcHstOmA,1.31,0.587,3,1.3863,0.2067
oikYO1xHeFwbLKi4EiRZag,1.3098,0.0514,2,1.0986,0.2092
AZw33EfufAZde7EWH58q2Q,1.3081,2.6329,2,1.0986,0.218
kvv4hZ8EUe_sGwcsl-mLQw,1.3077,1.4525,2,1.0986,0.1868
_L7J17x-lh4OSxvluqrP7Q,1.3042,4.8882,3,1.3863,0.2174
GmXC3CBu172Bkb0c6RnO7w,1.3016,4.3995,3,1.3863,0.2379
QkyEr9j7il9lJqseTbPe5w,1.301,1.2571,2,1.0986,0.2168
u91fiXuX7r2pnHgrsRhVmg,1.3,1.6927,2,1.0986,0.2625
5SjJ3sBXv_ct5yI--A6kkg,1.3,1.355,3,1.3863,0.2
XNrhJQ2WYGxeDDTycDp7BA,1.295,2.3014,1,0.6931,0.2158
PFiKCDirTH6IKgz70nLbWw,1.2942,6.1387,2,1.0986,0.1832
3099DXseHIHegyxhYteITQ,1.2887,3.1687,2,1.0986,0.2148
0kdx-VVbjY7Jvlvgs6nGUA,1.2874,0.2368,1,0.6931,0.3219
kWrBJ6E8aKhfGkvsXQwxZQ,1.2874,0.2368,1,0.6931,0.3219
Z73qM_R8sLbkuF1FtwgWEA,1.2874,0.2368,1,0.6931,0.3219
M8hGGLWgbTiHyg39zkD_lw,1.2855,2.8121,1,0.6931,0.2142
66wcjP8_G9gFRU30Y5oQBA,1.2841,5.9455,3,1.3863,0.2248
yoQBK3OUDqWEFoUDE5lM4w,1.2823,2.6045,2,1.0986,0.3206
VVH6k9-ycttH3TV_lk5WfQ,1.2801,5.1599,3,1.3863,0.2756
1YBqzpRWXW_Vb5grCPGRvA,1.2787,0.18,1,0.6931,0.3197
QfBSk7-AyvvGRyHC0ddiGA,1.2742,3.4492,2,1.0986,0.2582
DgA-_6242CtjmierRWmO9w,1.2718,2.2987,1,0.6931,0.2544
6ShzbSXGB9vjHHE-ZV_ejA,1.2718,2.2987,1,0.6931,0.2544
8U9BqDxF0gqdO-cDY4973A,1.2708,2.2593,2,1.0986,0.2118
3LDXQCWORDgoZ61TfIt1Yg,1.27,5.5556,2,1.0986,0.254
NI96sBdkMf9mMWAomcX33g,1.2682,1.3008,3,1.3863,0.2114
QtYVt1X2clFJlpkBah8c7A,1.2681,1.2425,2,1.0986,0.2536
r_nUMtOhnbm4HULuJq45Aw,1.2642,1.6004,2,1.0986,0.316
aEEC4D-RylmiUyephE5t_g,1.2636,5.3391,2,1.0986,0.2527
9IGKHnZLa_bvzR2qS7xpuQ,1.2631,1.9432,3,1.3863,0.2526
zHIMq60S8XjhVHfUIODa2g,1.2582,1.4148,2,1.0986,0.2097
yPSejq3_erxo9zdVYTBnZA,1.2563,1.8188,2,1.0986,0.2513
cgBFrZC0mFVrS1q_uAJgzQ,1.2542,2.7554,2,1.0986,0.1866
Lswb5BgtMTWCsSw_blU4oA,1.2514,1.2424,2,1.0986,0.1771
Bsx0UiXCg1aeDq2WWA5vvQ,1.2479,1.1849,3,1.3863,0.2496
mGBeGy02okNCY4QgNG5S0A,1.247,0.8248,2,1.0986,0.1763
r0v7afVT1OHM6y_52xFJ2A,1.2422,1.5832,2,1.0986,0.3105
Cu6tRoryxKNSR5aFv18wzQ,1.2418,0.7958,2,1.0986,0.2484
GEdrmeb5ubO2Gq5MgMxDtQ,1.2405,2.9994,1,0.6931,0.2067
tszRCO-RchPXPZlsTCYgbA,1.2405,2.9994,1,0.6931,0.2067
dhj16roKb6Z-TyJ0w6iqjQ,1.2405,2.9994,1,0.6931,0.2067
FnlBsMHHlwq84LaKc88NEg,1.2405,2.9994,1,0.6931,0.2067
2rTCpBUN36jDhRxid_-Kng,1.2405,4.573,1,0.6931,0.2067
aofG-xcy4lD_Jcih7H6ZEg,1.2405,2.9994,1,0.6931,0.2067
ERl6OCSEIFBOqfjai_jIUg,1.2405,3.2514,1,0.6931,0.2067
BauybYsfqd0y6KDrJ6ZxjQ,1.2405,2.9994,1,0.6931,0.2067
1rNuwmOcAZZpcUxeRfvYHw,1.2405,2.9994,1,0.6931,0.2067
5ewePyN_mEE_79OmYyYBEA,1.2405,2.9994,1,0.6931,0.2067
NcTzgjSpQ6JUs6nz6QiX6w,1.24,0.5288,1,0.6931,0.2067
X-ZgevJi7i3wf0RjsBLG1w,1.24,1.8771,3,1.3863,0.31
zvcyW3ZtPYWziX7k9tCFBg,1.2385,1.2194,2,1.0986,0.3096
cJZmRIGu3AyjJivezu7R0w,1.237,0.8569,1,0.6931,0.2062
zB6YGDKwRC8oiaEu3_Tieg,1.237,1.0913,1,0.6931,0.2062
jLoQf_d2DmBGTlccjkpEIA,1.2334,1.4243,2,1.0986,0.1729
quk1d6aRxJf4amQnf49F9Q,1.23,0.18,3,1.3863,0.2567
rbddEDXRIVu7MyTyEEYp9g,1.2293,1.0484,1,0.6931,0.3073
V5wqGto1Lyv_CUdoRsfCwA,1.2282,0.5464,1,0.6931,0.2456
3gwwGdwihsmb4TOnUOo6RA,1.2228,2.3114,1,0.6931,0.2038
Z9w4TYuAgv_sze1NOZ4uIA,1.2228,2.3114,1,0.6931,0.2038
uKUI5kV_NUpTR4edFBL5jA,1.2228,2.3114,1,0.6931,0.2038
NQ01WqVX0tojNHKn-0sFww,1.2214,1.4731,2,1.0986,0.2036
ioxgFKdqjRowAj4dFM7VoA,1.22,2.604,2,1.0986,0.244
LqF5QiIm89Ea9wtc0cdPCA,1.2171,1.7,2,1.0986,0.2434
vnIEIWnDBsOD6NzYQSqCbQ,1.2135,1.2693,1,0.6931,0.2022
jp8K7RPJc3IwwkDYgfAZ5Q,1.2114,1.6321,2,1.0986,0.3029
tzZKya0kJRewPpgR4KIQ2Q,1.208,3.4793,2,1.0986,0.302
lKU_kljhbEQKIPaM1Zbqiw,1.2004,3.6133,1,0.6931,0.3001
trgMMCaMy1q_6yAaM5OZnw,1.2004,3.6133,1,0.6931,0.3001
Sh92jt5l8UtW3Gs-RbbK1Q,1.2004,3.6133,1,0.6931,0.3001
QZahNN5HNXZPloHdTHmeYQ,1.2004,3.6133,1,0.6931,0.3001
VeM4d4GuAgLnghpCwlH72A,1.2,0.5359,1,0.6931,0.4
jssubXBNkiSJIhbKuDtmpQ,1.2,14.0143,1,0.6931,0.3
yFyCyi2JZMpo03KpoJ8Xzw,1.2,4.0666,1,0.6931,0.6
v5mHdeig3WHHcHIuJAGFNA,1.2,0.0,1,0.6931,0.4
bfMrFCDY8NgQq05whI5PHw,1.2,1.2262,1,0.6931,0.4
FCcFpitB7F3qxd1bD4Epfg,1.2,3.6018,1,0.6931,0.6
ouUZJekyERQZxMbko86V5w,1.2,0.9529,1,0.6931,0.6
Hog-SvWa44QsHgIQmfIy2g,1.2,0.33,1,0.6931,0.6
7Grcl9Lk1PZKXnPxJMfWcw,1.2,4.4546,1,0.6931,0.6
fUPT-1LNMCJeZRrQWy67lg,1.199,2.0922,2,1.0986,0.1986
l7bDUUXDjjqAfS_N9qn_9w,1.1968,4.6797,1,0.6931,0.1995
n8jEyU-H3f0PN1G4IwPyUw,1.1968,4.6797,1,0.6931,0.1995
3emutOUAcgDUtwiXGDnYGQ,1.1968,4.6797,1,0.6931,0.1995
8pAGj4Sc7YhloW2H6sV30A,1.1968,4.6797,1,0.6931,0.1995
eTL5c1Iu7yf3havDMPOKKQ,1.1968,4.6797,1,0.6931,0.1995
117cztVQvB0ujB7u_wsnqw,1.1968,4.6797,1,0.6931,0.1995
ZKat6muoCG6GuDjdPEYnsw,1.1968,4.6797,1,0.6931,0.1995
AkxNKjmfE1RFnTz_z4wuxw,1.1968,4.6797,1,0.6931,0.1995
j3jsUFqaTEVIj34FNNfA1w,1.1968,4.6797,1,0.6931,0.1995
kfRkKRVlaPAYOraik4JVXQ,1.1968,4.6797,1,0.6931,0.1995
c55aD38k7brmjPbtGJ-fag,1.1968,4.6797,1,0.6931,0.1995
RGEnNXIs__H38xUGZM_-Yg,1.1951,1.2595,2,1.0986,0.239
auuQ9saGWamXFJ8oEsdFnw,1.1928,1.6798,2,1.0986,0.2386
5b5Cc7a2yaP3DpiSvI-3Ew,1.1925,1.0792,1,0.6931,0.2981
32De8m8-T3BO0ZuDa5NJYQ,1.1925,1.0792,1,0.6931,0.2981
DU1jjGQK6VH6uJjHeypFxQ,1.1925,1.0792,1,0.6931,0.2981
GUgIOkipkxvabF5jQCctVQ,1.1925,1.0792,1,0.6931,0.2981
ugNVEWEZbSB-bBuX49KdrA,1.1925,1.1306,1,0.6931,0.2981
DPYTxPGY5NHsujCwEk4TWw,1.19,2.5894,1,0.6931,0.238
0jFH4Ev1mZTuvHTJnNPpcg,1.19,2.5894,1,0.6931,0.238
KhXE6BV9JH6-sl6csz7E0g,1.19,2.5894,1,0.6931,0.238
fD9VORD4Ek7cOzXpIyU_3w,1.19,3.0227,3,1.3863,0.238
1ua0o00zt9UD1kj8gcdpTQ,1.19,2.7284,1,0.6931,0.238
1dRE3PDej7wUQ-MAl0DwTQ,1.1887,1.3946,1,0.6931,0.2972
Sh9_RIUFGWkFjud18WZZ9Q,1.1887,1.3946,1,0.6931,0.2972
FlyfDPS41F8R9f5KHA8g2Q,1.1858,2.9483,1,0.6931,0.1976
ZErw_GdF6YdQS18OUrVZTw,1.1843,5.895,1,0.6931,0.2369
ib0jlEYyf-N6nX-LrIIH0g,1.1843,5.895,1,0.6931,0.2369
LDjjjDiWfFocyV7YQNFK3A,1.18,3.4694,1,0.6931,0.1967
lHX6wIxYdA5cM8drlmdvfQ,1.1773,2.3562,3,1.3863,0.2301
xHwvbm1SJwtaZtOZzFQcmQ,1.1714,3.1456,2,1.0986,0.2571
KqUinf0QEeiZdxko2dFEsA,1.1645,1.0788,1,0.6931,0.2911
xGuWtvifrNLpe8h35Hr0sQ,1.16,0.6338,2,1.0986,0.24
HKweD7jQQpZgc6NaoltH2Q,1.1552,2.7546,1,0.6931,0.2888
QxFKG3k1LOs_a-CUoTthMw,1.1552,2.7546,1,0.6931,0.2888
Yz4BD3vf8-d14j2T2FgYxA,1.1552,2.8296,1,0.6931,0.2888
7aFU5wJTQVRTF9npIYjaYg,1.1552,3.7299,1,0.6931,0.2888
dq2I8UmgW6S0Qb2gakSYqA,1.1552,2.7546,1,0.6931,0.2888
XsSj_yn4d_EXxBvcwf87dA,1.1524,2.4339,2,1.0986,0.2881
oXMk5prvnXniaSFbR8vHqw,1.1514,1.06,1,0.6931,0.2303
dWozGSYWkdzmCAhsKotP5w,1.1514,1.06,1,0.6931,0.2303
dinxDxiWFUkEpxpIzaGHMQ,1.15,14.5645,3,1.3863,0.2875
xQve8CXupROuWNCxSeoNgw,1.15,2.3695,2,1.0986,0.23
z_7TZeTXsDH6MmkPHQN8nQ,1.1491,2.4838,3,1.3863,0.383
O_V9eD3bne7DrZtNHT4Tfg,1.1452,4.4054,1,0.6931,0.1636
9qW62K3qjFlIy_NrAVpA3g,1.1428,1.417,1,0.6931,0.1905
SvymuQGYaUSqXmvh5HiPLg,1.1428,5.8151,1,0.6931,0.1905
j6EAjKPAOXDAXoRyIDxMBg,1.1428,4.4133,2,1.0986,0.2238
7jVmd4JBBIKjWdMyyre4kA,1.1414,1.1981,2,1.0986,0.1902
3nHT_sqsDHlL9TopjpNRrw,1.1414,3.2713,3,1.3863,0.1902
i6jA8vSHrP9LiUPHlqPVwA,1.1414,4.3924,2,1.0986,0.2853
XLNLXWIzRGROCwt7oC3NAQ,1.14,0.06,2,1.0986,0.38
1SdDkV0fmJhJwRdpf7AndA,1.1383,0.539,3,1.3863,0.2277
Eos-7HI-GOO-nCU7ARbR_A,1.1334,2.0951,2,1.0986,0.3056
DToMa5NOZAIfWqGv2akZtw,1.1328,0.2408,1,0.6931,0.2266
wdVCQLudrdsD-vsYFQNMYQ,1.1328,0.2408,1,0.6931,0.2266
dt9QKK-EczHWz6TOLyqizA,1.1328,0.2408,1,0.6931,0.2266
O2ipi3F5mVgokwRUTHfGuQ,1.1328,0.2408,1,0.6931,0.2266
F7Z4T1VO9hlrnSdZU1L80A,1.1328,0.2408,1,0.6931,0.2266
E5V_PDqAKWceLM-9u8Ayww,1.1328,2.3546,1,0.6931,0.2266
u-pogbWQ-Hwl6qTQjVIAOQ,1.1328,2.3546,1,0.6931,0.2266
8xTHtLoNIwdpf0FEvIpQIw,1.1328,2.2011,1,0.6931,0.2266
3t_c6BE-eW5ak75h3rCvHA,1.1328,0.2408,1,0.6931,0.2266
vUBnjutMeNiBRSB-7o1imQ,1.1328,0.2408,1,0.6931,0.2266
